gene_id,KO,L22-1,L22-2,L22-3,R22-1,R22-2,R22-3,L27-1,L27-2,L27-3,R27-1,R27-2,R27-3,L32-1,L32-2,L32-3,R32-1,R32-2,R32-3
2641954586,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954587,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954588,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954589,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954590,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
2641954591,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954592,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954593,K00784,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2641954594,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954595,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954596,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954597,K09748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954598,K03286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2641954599,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641954600,NA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
2641954601,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954602,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954603,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1
2641954604,NA,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,2,1,0
2641954605,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954606,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954607,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954608,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641954609,K03210,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2641954610,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2641954611,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954612,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954613,K02851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954614,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954615,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954616,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954617,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954618,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954619,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954620,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2641954622,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954623,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954626,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954630,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954631,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954632,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954633,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2641954634,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954635,K02931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2641954636,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954637,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954638,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954639,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954640,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954641,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954642,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954643,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954644,K02035,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641954645,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954646,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954647,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954648,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954649,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954650,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954651,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954652,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954653,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954654,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954655,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954656,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954657,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954658,K02527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954659,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954660,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641954661,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954662,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954663,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954664,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954665,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954666,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954667,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954668,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954669,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954670,K00024,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,7,1,0
2641954671,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954672,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954673,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954674,NA,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2
2641954675,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954676,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954677,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954678,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954679,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954680,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954681,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2641954682,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2641954683,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641954684,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954685,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954686,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954687,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954688,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954689,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954690,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2641954691,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954692,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954693,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954694,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0
2641954695,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954696,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954697,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641954698,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954699,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2641954700,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954701,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954702,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954703,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954704,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954705,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954706,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954707,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954708,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954709,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954710,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954711,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641954712,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954713,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954714,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2641954715,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2641954716,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954717,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2641954718,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954719,K15633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954720,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2641954721,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954722,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954723,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954724,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641954725,K03474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2641954726,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954727,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954728,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954729,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954730,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954731,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954732,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954733,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954734,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954735,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954736,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954737,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2641954738,NA,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0
2641954739,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954740,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954741,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954742,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954743,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954744,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2641954745,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2641954746,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954747,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954748,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954749,K00946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2641954750,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954751,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641954752,K00525,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,8,2,0
2641954753,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954754,K00950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954755,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954756,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2641954757,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954758,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954759,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954760,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954761,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954762,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954763,K11749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954764,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954765,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2641954766,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954767,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954768,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
2641954769,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954770,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954771,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954772,K00254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641954773,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954774,K03635,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641954775,K03637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954776,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641954777,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
2641954778,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954779,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954780,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954781,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954782,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954783,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2641954784,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954785,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954786,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2641954787,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954788,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954789,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954790,K10947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954791,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954792,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954793,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954794,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954795,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954796,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954797,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954798,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954799,K00826,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0
2641954800,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954801,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954802,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954803,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954804,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954805,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954806,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2641954807,NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2641954808,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954809,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954810,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954811,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954812,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954813,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954814,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954815,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954816,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954817,K02881,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,1
2641954818,K02933,0,0,0,0,0,0,0,0,0,2,2,3,1,3,0,5,7,4
2641954819,K02994,0,0,0,0,0,0,0,0,1,1,2,4,0,0,2,3,3,0
2641954820,K02954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,3,0
2641954821,K08097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2641954822,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954823,K08974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954824,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954825,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954826,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2641954827,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954828,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954829,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954830,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954831,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954832,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641954833,K06142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954834,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954835,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954836,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954837,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954838,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954839,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954840,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954841,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954842,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2641954843,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954844,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954845,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954846,K10947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954847,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954848,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954849,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954850,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954851,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1
2641954852,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954853,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2641954854,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954855,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954856,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2641954857,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954858,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954859,K06973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2641954860,K01495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954861,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954862,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954863,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2641954864,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954865,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2641954866,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954867,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954868,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954869,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2641954870,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2641954871,K00806,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
2641954872,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954873,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954874,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954875,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954876,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954877,K00548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2641954878,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2641954879,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954880,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954881,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954882,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954883,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954884,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2641954885,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954886,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2641954887,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954888,K00766,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2641954889,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954890,K01658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954891,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2641954892,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954893,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954894,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
2641954895,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0
2641954896,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954897,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954898,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954899,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641954900,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
